,basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
2443,,Non-removable Li-Po 4000 mAh battery,,1.3 MP,2GB,Android 2.2 (Froyo),,"3.15 MP, AF","2010, September. Released 2010, September","7.0 inches, 137.9 cm, (~60.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Galaxy Tab CDMA P100
2444,,Removable Li-Ion 1600 mAh battery,,1.3 MP,2GB,Android 2.2 (Froyo),,"8 MP, AF","2011, January. Released 2011, May","4.3 inches, 52.6 cm, (~59.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Super AMOLED Plus capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Droid Charge I510
2445,,Removable Li-Ion 1500 mAh battery,,No,,Android 2.2 (Froyo),,"3.15 MP, AF","2011, January. Released 2011, February","3.5 inches, 36.5 cm, (~45.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung R910 Galaxy Indulge
2446,,Removable Li-Ion 1750 mAh battery,,1.3 MP,16GB,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",,"8 MP, AF","2011, January. Released 2011, May","4.5 inches, 57.6 cm, (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Super AMOLED Plus capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung I997 Infuse 4G
2447,,Removable Li-Ion 1000 mAh battery,,No,30MB,,,3.15 MP,"2011, January. Released 2011, February","3.0 inches, 25.6 cm, (~44.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Samsung S5260 Star II
2448,,Removable Li-Ion 1650 mAh battery,,Yes,1GB 512MB RAM,Android 2.2 (Froyo),,"5 MP, AF","2011, January. Released 2011, February","4.0 inches, 45.5 cm, (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Galaxy S 4G T959
2449,,Removable Li-Ion 1200 mAh battery,,No,164MB,Android 2.2 (Froyo),,"3.15 MP, AF","2011, March. Released 2011, April","3.14 inches, 30.5 cm, (~45.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~127 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung Galaxy Pop i559
2450,,Removable Li-Ion 1200 mAh battery,,No,160MB 384MB RAM,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread); TouchWiz UI 3",,3.15 MP,"2011, January. Released 2011, February","3.14 inches, 30.5 cm, (~45.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~127 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung Galaxy Mini S5570
2451,,Removable Li-Ion 1350 mAh battery,,No,158MB 278MB RAM,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread); TouchWiz UI 3",,"3.15 MP, AF","2011, January. Released 2011, March","3.2 inches, 30.5 cm, (~48.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Galaxy Gio S5660
2452,,Removable Li-Ion 1350 mAh battery,,No,160MB 280MB RAM,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread); TouchWiz UI 3",,"5 MP, AF","2011, January. Released 2011, March","3.3 inches, 33.7 cm, (~50.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~121 ppi density)","TFT capacitive touchscreen, 65K colors","Accelerometer, proximity, compass",Samsung Galaxy Fit S5670
2453,,Removable Li-Ion 1350 mAh battery,,No,158MB 278MB RAM,Android 2.3 (Gingerbread); TouchWiz UI 3,,"5 MP, f/2.6, AF","2011, January. Released 2011, February","3.5 inches, 36.5 cm, (~54.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Galaxy Ace S5830
2454,,Removable Li-Ion 1350 mAh battery,,No,158MB,Android 2.2 (Froyo); TouchWiz UI 3,,"5 MP, AF",2011,"3.5 inches, 36.5 cm, (~54.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Galaxy Ace S5830I
2455,,Removable Li-Ion 1650 mAh battery,,VGA,"4GB 478MB RAM, 16GB 478MB RAM","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread); TouchWiz UI 3",,"5 MP, AF","2011, February. Released 2011, February","4.0 inches, 45.5 cm, (~57.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","SC-LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung I9003 Galaxy SL
2456,,Removable Li-Ion 800 mAh battery,,No,4MB,,,VGA,"2011, January. Released 2011, March","2.0 inches, 12.6 cm, (~27.0% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),"TFT, 256K colors",,Samsung E2330
2457,,Removable Li-Ion 800 mAh battery,,No,36MB,,,VGA,"2011, February. Released 2011, May","2.0 inches, 12.6 cm, (~24.1% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),"TFT, 256K colors",,Samsung E3210
2458,,Removable Li-Ion 800 mAh battery,,Yes,36MB,,,VGA,2011. Released 2011,"2.0 inches, 12.6 cm, (~24.1% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),"TFT, 256K colors",,Samsung E3213 Hero
2459,,Removable Li-Ion 960 mAh battery,,No,20MB,,,2 MP,"2011, February. Released 2011, February","2.4 inches, 17.8 cm, (~34.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT resistive touchscreen, 256K colors",,Samsung Ch@t 350
2460,,Removable Li-Po 2500 mAh battery,,VGA,8/16GB,Android 2.2 (Froyo),,"3.15 MP, AF","2011, February. Released 2011, May","5.0 inches, 71.2 cm, (~64.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)","LCD capacitive touchscreen, 16M colors","Accelerometer, compass",Samsung Galaxy S WiFi 5.0
2461,,Non-removable Li-Po 6860 mAh battery,,2 MP,16/32GB,Android 3.0 (Honeycomb),,"8 MP, AF","2011, February. Released 2011, April 26th","10.1 inches, 295.8 cm, (~70.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung P7100 Galaxy Tab 10.1v
2462,,Removable Li-Ion 1200 mAh battery,,VGA,100MB,bada 1.1,,3.15 MP,"2011, February. Released 2011, July","3.2 inches, 29.1 cm, (~49.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","TFT capacitive touchscreen,  256K colors","Accelerometer, proximity",Samsung S5780 Wave 578
2463,,Removable Li-Ion 1000 mAh battery,,No,50MB,,,1.3 MP,"2011, February. Released 2011, February","2.6 inches, 20.9 cm, (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","TFT resistive touchscreen, 256K colors",,Samsung E2652 Champ Duos
2464,,Removable Li-Ion 1000 mAh battery,,No,50MB,,,1.3 MP,"2011, February. Released 2011, February","2.6 inches, 20.9 cm, (~38.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","TFT resistive touchscreen, 256K colors",,Samsung E2652W Champ Duos
2465,,Removable Li-Ion 1650 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM","Android 2.3.4 (Gingerbread), upgradable to 4.1 (Jelly Bean); TouchWiz UI 4",,"8 MP, f/2.6, 1/3.2"", AF","2011, February. Released 2011, April","4.3 inches, 52.6 cm, (~63.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Super AMOLED Plus capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung I9100 Galaxy S II
2466,,Removable Li-Ion 1350 mAh battery,,No,270MB RAM (160MB user available),Android 2.2.2 (Froyo),,"3.15 MP, AF","2011, March. Released 2011, April","2.8 inches, 24.3 cm, (~33.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~143 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung Galaxy Pro B7510
2467,,Removable Li-Ion 1000 mAh battery,,No,26MB,TouchWiz UI,,2 MP,"2011, March. Released 2011, April","3.2 inches, 31.7 cm, (~47.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Samsung S3850 Corby II
2468,,Removable Li-Ion 800 mAh battery,,No,"128MB RAM, 256MB ROM",,,VGA,"2011, March. Released 2011, March","2.0 inches, 12.6 cm, (~27.0% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),"TFT, 256K colors",,Samsung M260 Factor
2469,,Removable Li-Ion 1500 mAh battery,,VGA,16GB 512MB RAM,Android 2.3 (Gingerbread),,"5 MP, AF","2011, March. Released 2011, May 8th","4.0 inches, 45.5 cm, (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Samsung Google Nexus S 4G
2470,,Non-removable Li-Po 6000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","Android 3.0 (Honeycomb), upgradable to 3.1 (Honeycomb)",,"3.15 MP, AF","2011, March. Released 2011, May","8.9 inches, 229.7 cm, (~63.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~170 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung Galaxy Tab 8.9 P7310
2471,,Non-removable Li-Po 6000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",Android 3.0 (Honeycomb); TouchWiz UX UI,,"3.15 MP, AF","2011, March. Released 2011, October","8.9 inches, 229.7 cm, (~63.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~170 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung Galaxy Tab 8.9 P7300
2472,,Non-removable Li-Po 7000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","Android 3.0 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich); TouchWiz UX UI",,"3.15 MP, AF","2011, March. Released 2011, July","10.1 inches, 295.8 cm, (~65.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung Galaxy Tab 10.1 P7510
2473,,Non-removable Li-Po 6800 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM",Android 3.1 (Honeycomb),,"3.15 MP, AF","2011, Q1. Released 2011, July","10.1 inches, 295.8 cm, (~65.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung Galaxy Tab 10.1 LTE I905
2474,,Non-removable Li-Po 7000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",Android 3.1 (Honeycomb); TouchWiz UI,,"3.15 MP, AF","2011, March. Released 2011, June","10.1 inches, 295.8 cm, (~65.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","PLS TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung P7500 Galaxy Tab 10.1 3G
2475,,Non-removable Li-Po 4000 mAh battery,,1.3 MP,16GB 592MB RAM,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",,"3.15 MP, AF","2011, Q1. Released 2011, March","7.0 inches, 137.9 cm, (~60.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity",Samsung P1010 Galaxy Tab Wi-Fi
2476,,Removable Li-Ion 1000 mAh battery,,No,4MB,,,VGA,"2011, March. Released 2011, Q2","1.8 inches, 10.2 cm, (~20.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),"TFT, 65K colors",,Samsung E2230
2477,,Removable Li-Ion 1500 mAh battery,,VGA,16GB,"Android 2.3 (Gingerbread), upgradable to 4.1.1 (Jelly Bean)",,"5 MP, AF","2011, March. Released 2011, April","4.0 inches, 45.5 cm, (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","S-LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Samsung Google Nexus S I9023
2478,,Removable Li-Ion 1500 mAh battery,,VGA,16GB 512MB RAM,Android 2.3 (Gingerbread),,"5 MP, AF","2011, March. Released 2011, April","4.0 inches, 45.5 cm, (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass, barometer",Samsung Google Nexus S I9020A
2479,,Removable Li-Ion 1500 mAh battery,,Yes,4GB 512MB RAM,Android 2.2 (Froyo),,3.15 MP,"2011, March. Released 2011, Q2","3.5 inches, 34.9 cm, (~52.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung M220L Galaxy Neo
2480,,Removable Li-Ion 1500 mAh battery,,No,117MB,Android 2.2 (Froyo),,2 MP,"2011, April. Released 2011, April","3.2 inches, 30.5 cm, (~47.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung Galaxy Prevail
2481,,Removable Li-Ion 1160 mAh battery,,No,512MB 256MB RAM,"Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",,2 MP,"2011, April. Released 2011, May 8th","2.8 inches, 24.3 cm, (~32.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","TFT touchscreen,  256K colors",,Samsung M580 Replenish
2482,,Removable Li-Ion 1000 mAh battery,,No,47MB,,,VGA,"2011, May. Released 2011, August","2.2 inches, 15.2 cm, (~22.7% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),"TFT, 256K colors",,Samsung Ch@t 220
2483,,Removable Li-Ion 1000 mAh battery,,No,43MB,,,VGA,"2011, May. Released 2011, August","2.2 inches, 15.2 cm, (~22.7% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),"TFT, 256K colors",,Samsung Ch@t 222
2484,,Removable Li-Ion 1200 mAh battery,,No,30MB,,,3.15 MP,"2011, April. Released 2011, May","3.2 inches, 29.1 cm, (~47.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Samsung C6712 Star II DUOS
2485,,Removable Li-Ion 1200 mAh battery,,No,20MB,,,3.15 MP,2011. Released 2011,"3.2 inches, 29.1 cm, (~43.6% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","TFT capacitive touchscreen, 256K colors",Accelerometer,Samsung DuosTV I6712
2486,,Removable Li-Ion 1650 mAh battery,,VGA,"8GB 512MB RAM, 16GB 512MB RAM",Android 2.3 (Gingerbread); TouchWiz UI 3,,"5 MP, AF","2011, April. Released 2011, July","4.0 inches, 45.5 cm, (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung I9001 Galaxy S Plus
2487,,Removable Li-Ion 1000 mAh battery,,,,,,No,"2011, April. Released 2011, October","1.52 inches, 7.5 cm, (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)","CSTN, 65K colors",,Samsung E1182
2488,,Removable Li-Ion 1000 mAh battery,,No,20MB,,,VGA,"2011, April. Released 2011, Q2","1.77 inches, 9.9 cm, (~19.6% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),"TFT, 65K colors",,Samsung E2232
2489,,Removable Li-Ion 800 mAh battery,,No,,,,VGA,"2011, May. Released 2011, June","2.0 inches, 12.4 cm, (~28.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","TFT, 256K colors",,Samsung R260 Chrono
2490,,Removable Li-Ion 1000 mAh battery,,No,45MB,,,2 MP,"2011, April. Released 2011, April","2.2 inches, 15.0 cm, (~27.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 256K colors",,Samsung C3322
2491,,Removable Li-Ion 1200 mAh battery,,No,,Android 2.2 (Froyo),,3.2 MP,"2011, May. Released 2011, June","3.14 inches, 30.5 cm, (~48.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~127 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung Dart T499
2492,,Removable Li-Ion 800 mAh battery,,No,50MB,,,2 MP,"2011, April. Released 2011, Q3","2.2 inches, 15.0 cm, (~33.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 65K colors",,Samsung C3560
2493,,Removable Li-Ion 800 mAh battery,,,,,,No,"2011, July","1.43 inches, 6.6 cm, (~17.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~127 ppi density)","CSTN, 65K colors",,Samsung E1190
2494,,Removable Li-Ion 800 mAh battery,,,8MB,,,No,"2011, July","1.43 inches, 6.6 cm, (~17.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~127 ppi density)","CSTN, 65K colors",,Samsung E1195
2495,,Removable Li-Ion battery,,No,120MB,,,2 MP,"2011, June. Released 2011, July","2.2 inches, 15.0 cm, (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","TFT, 65K colors",,Samsung C414
2496,,Removable Li-Ion 1500 mAh battery,,VGA,1GB 512MB RAM,Android 2.3 (Gingerbread),,"3.15 MP, AF","2011, June. Released 2011, June","3.5 inches, 34.9 cm, (~50.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)","AMOLED capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Samsung Exhibit 4G
2497,,Removable Li-Ion 1500 mAh battery,,No,150MB 270MB RAM,Android 2.2 (Froyo),,3.15 MP,"2011, June. Released 2011, June 22th","3.2 inches, 30.5 cm, (~45.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 16M colors","Accelerometer, proximity",Samsung Gravity SMART
2498,,Removable Li-Ion 1000 mAh battery,,No,80MB,,,2 MP,"2011, September. Released 2011, September","2.4 inches, 17.8 cm, (~31.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","TFT, 65K colors",Compass,Samsung Ch@t 527
2499,,Removable Li-Ion 1850 mAh battery,,2 MP,16GB 1GB RAM,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich); TouchWiz UI 4",,"8 MP, AF","2011, September. Released 2011, December","4.65 inches, 59.6 cm, (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Galaxy S II HD LTE
2500,,Removable Li-Ion 1500 mAh battery,,VGA,8GB 512MB RAM,Microsoft Windows Phone 7.5 Mango,,"5 MP, AF","2011, September. Released 2011, October","3.7 inches, 39.0 cm, (~57.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung Omnia W I8350
2501,,Non-removable Li-Ion 4000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM","Android 3.2 (Honeycomb), upgradable to 4.1 (Jelly Bean); TouchWiz UX UI",,"3.15 MP, AF","2011, September. Released 2011, October","7.0 inches, 137.9 cm, (~58.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","PLS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung P6200 Galaxy Tab 7.0 Plus
2502,,Non-removable Li-Ion 4000 mAh battery,,2 MP,"16GB 1GB RAM, 32GB 1GB RAM","Android 3.2 (Honeycomb), upgradable to 4.1 (Jelly Bean)",,"3.15 MP, AF",2011,"7.0 inches, 137.9 cm, (~58.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","PLS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, compass",Samsung P6210 Galaxy Tab 7.0 Plus
2503,,Removable Li-Ion 1500 mAh battery,,Yes,952MB,Android 2.3 (Gingerbread),,3.15 MP,"2011, September. Released 2011, October","3.5 inches, 36.5 cm, (~51.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung M930 Transform Ultra
2504,,Removable Li-Ion 1200 mAh battery,,No,260MB 256MB RAM,Android 2.2 (Froyo),,"3.15 MP, AF","2011, October. Released 2011, November","3.2 inches, 30.5 cm, (~43.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung DoubleTime I857
2505,,Removable Li-Ion 1650 mAh battery,,1.3 MP,8GB 1GB RAM,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,"8 MP, AF","2011, October. Released 2011, November","4.0 inches, 45.5 cm, (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Samsung i927 Captivate Glide
2506,,Removable Li-Ion 1500 mAh battery,,No,125MB,Android 2.3 (Gingerbread),,3.15 MP,"2011, October. Released 2011, October","3.2 inches, 30.5 cm, (~46.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","TFT capacitive touchscreen, 256K colors","Accelerometer, proximity, compass",Samsung R730 Transfix
